title,price,area,location,district,floor,room,bedroom,bathroom,livingroom,kitchen,parking,link
"House for sale at Hatkhola, Biratnagar","Rs. 48,00,000",sq m10 dhur,"Hat khola, Biratnagar",Biratnagar,1,1,4,1,,,,https://99aana.com/property/house-for-sale-at-hat-khola-biratnagar/
"House for sale at Sitapaila, Kathmandu","Rs. 1,20,00,000",sq m0-2-0-0,"Sitapaila, Kathmandu",Kathmandu,2.5,,5,3,,,,https://99aana.com/property/house-for-sale-at-sitapaila-kathmandu-2/
"House for Sale at Banepa, Kavrepalanchok","Rs. 1,38,00,000",sq m0-2-0-0,"Banepa, Itta Bhatta, Kavrepalanchok",Kavrepalanchok,3,9,6,2,,,,https://99aana.com/property/house-for-sale-at-banepa-kavrepalanchok-2/
"House for sale at Phutung, Kathmandu","Rs. 1,20,00,000",sq m0-3-2-0,"Phutung, Kathmandu",Kathmandu,1,,3,1,,,,https://99aana.com/property/house-for-sale-at-phutung-kathmandu/
"House for Sale at Banepa, Kavrepalanchok","Rs. 1,10,00,000",sq m0-4-0-0,"Banepa, Itta Bhatta",Bhatta,2,8,8,2,,,,https://99aana.com/property/house-for-sale-at-banepa-kavrepalanchok/
"House for sale at Shantinagar, Kathmandu","Rs. 5,50,00,000",sq m0-6-3-0,"Shantinagar, Kathmandu",Kathmandu,4.5,2,24,16,,,,https://99aana.com/property/house-for-sale-at-shantinagar-kathmandu-2/
"House for Sale at Kapan, Kathmandu","Rs. 1,40,00,000",sq m0-2-0-0,"Kapan, Akasedhara",Akasedhara,2.5,5,3,3,,,,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-2/
"House for Sale at Thaiba, Lalitpur","Rs. 1,30,00,000",sq m0-3-0-0,"Thaiba, Lalitpur",Lalitpur,2.5,9,4,3,,,,https://99aana.com/property/house-for-sale-at-thaiba-lalitpur/
"House for Sale at Kadaghari, Kathmandu","Rs. 2,00,00,000",sq m0-4-0-0,"Kadaghari, Kathmandu",Kathmandu,3.5,15,10,4,,,,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu/
"House for sale at Baniyatar, Kathmandu","Rs. 2,60,00,000",sq m0-4-0-0,"Baniyatar, Kathmandu",Kathmandu,2.5,,7,3,,,,https://99aana.com/property/house-for-sale-at-baniyatar-kathmandu-2/
"House for sale at Jorpati, Kathmandu","Rs. 1,80,00,000",sq m0-4-2-2,"Jorpati, Kathmandu",Kathmandu,1,5,,,,,,https://99aana.com/property/house-for-sale-at-jorpati-kathmandu-2/
"House for sale at Sanga, Kavrepalanchok","Rs.24,000,000",sq m0-3-2-0,"Sanga, Kavrepalanchok",Kavrepalanchok,2.5,9,,3,,,,https://99aana.com/property/house-for-sale-at-sanga-kavrepalanchok/
"House for sale at Gongabu, Kathmandu","Rs. 1,60,00,000",sq m0-3-0-0,"Gongabu, Kathmandu",Kathmandu,2,2,4,2,,,,https://99aana.com/property/house-for-sale-at-gongabu-kathmandu/
"House for sale at Budhanilkantha, Kathmandu","Rs. 1,20,00,000",sq m0-5-0-0,"Budhanilkantha ,Kathmandu",",Kathmandu",1,1,2,1,,,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu/
"House for Sale at Bafal, Kalanki","Rs. 3,50,00,000",sq m0-5-2-2,"Bafal, Kalanki",Kalanki,2.5,7,5,3,,,,https://99aana.com/property/house-for-sale-at-bafal-kalanki/
"House for sale at Bharatpur, Chitwan","Rs. 15,00,000",sq m1 Katha,"Bharatpur, Chitwan",Chitwan,1,,4,1,,,,https://99aana.com/property/house-for-sale-at-bharatpur-chitwan-2/
"House for sale at Changathali, Lalitpur",Negotiable,sq m0-3-3-3,"Changathali, Lalitpur",Lalitpur,2.5,2,5,3,,,,https://99aana.com/property/house-for-sale-at-changathali-lalitpur-3/
"House for sale at Khairahani, Chitwan","Rs.18,500,000",sq m2 Katha,"Khairahani, Chitwan",Chitwan,2,1,9,10,,,1,https://99aana.com/property/house-for-sale-at-khairahani-chitwan/
"House for Sale at Tokha, Kathmandu","Rs.27,000,000",sq m0-5-0-0,Tokha -9 Kathmandu,Kathmandu,3.5,19,14,5,,,,https://99aana.com/property/house-for-sale-at-tokha-kathmandu-nepal/
"House for sale at Satungal, Kathmandu","Rs.17,500,000",sq m0-2-2-0,"Satungal, Kathmandu",Kathmandu,2.5,3,2,2,,,1,https://99aana.com/property/house-for-sale-at-satungal-kathmandu/
"House for Sale at Bakulahar Chowk, Chitwan","Rs. 1,20,00,000",sq m9.5 Dhur,"Bakulahar Chowk, Chitwan",Chitwan,2.5,8,7,3,,,,https://99aana.com/property/house-for-sale-at-bakulahar-chowk-chitwan/
"House for Sale at Katyani Chowk, New Baneshwor","Rs. 5,00,00,000",sq m0-7-0-0,"Katyani Chowk, New Baneshwor",Baneshwor,3.5,11,7,5,,,,https://99aana.com/property/house-for-sale-at-katyani-chowk-new-baneshwor/
"House for Sale at Lagankhel, Lalitpur","Rs. 5,50,00,000",sq m0-5-3-0,"Lagankhel, Lalitpur",Lalitpur,3.5,16,14,6,,,,https://99aana.com/property/house-for-sale-at-lagankhel-lalitpur/
"House for Sale at Chandeshwori, Tokha","Rs.14,000,000",sq m0-2-2-0,"Chandeshwori, Tokha",Tokha,2.5,8,4,3,,,,https://99aana.com/property/house-for-sale-at-chandeshwori-tokha/
"House for sale at Gothatar, Kathmandu","Rs. 3,70,00,000",sq m0-6-3-1,"Gothatar, Kathmandu",Kathmandu,2.5,1,4,3,,,,https://99aana.com/property/house-for-sale-at-balwatar-kathmandu/
"House for sale at Baniyatar, Kathmandu","Rs. 90,00,000",sq m0-2-2-0,"Baniyatar, Kathmandu",Kathmandu,1.5,,5,1,,,1,https://99aana.com/property/house-for-sale-at-baniyatar-kathmandu/
"House on Sale at Gokarneshwor, Kathmandu","Rs.16,000,000",sq m0-2-2-0,"Gokarneshwor, Kathmandu",Kathmandu,3.5,9,6,4,,,,https://99aana.com/property/house-foe-sale-at-gokarneshwor-kathmandu/
"House for Sale at Gokarneshwor, Kathmandu","Rs. 3,50,00,000",sq m0-4-3-0,"Gokarneshwor, Kathmandu",Kathmandu,3.5,14,8,5,,,,https://99aana.com/property/house-for-sale-at-gokarneshwor-kathmandu-3/
"House for Sale at Imadol, Lalitpur",Negotiable,sq m0-4-1-0,"Shital Height Imadol, Lalitpur",Lalitpur,2.5,9,4,4,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-2/
"House for Sale at Dhobighat, Lalitpur","Rs. 8,00,00,000",sq m0-10-0-0,"Dhobighat, Lalitpur",Lalitpur,2.5,6,4,4,,,,https://99aana.com/property/house-for-sale-at-dhobighat-lalitpur/
"House for Sale at Nayabasti, Banepa","Rs. 95,00,000",sq m0-1-1-3,"Banepa, Kavrepalanchok",Kavrepalanchok,2.5,5,4,2,,,,https://99aana.com/property/house-at-nayabasti-banepa/
"House for Sale at Gwarko, Lalitpur","Rs. 2,40,00,000",sq m0-3-2-0,"Gwarko, Lalitpur",Lalitpur,2.5,10,6,4,,,,https://99aana.com/property/house-for-sale-at-gwarko-lalitpur/
"House for Sale at Nayapati, Kathmandu","Rs.17,000,000",sq m0-3-3-3,"Nayapati, Kathmandu",Kathmandu,2.5,2,6,3,,,,https://99aana.com/property/house-for-sale-at-nayapati-kathmandu/
"House on Sale at Gachhepani, Tanahun","Rs.36,000,000",sq m0-7-0-0,"Gachhepani, Tanahun",Tanahun,2.5,12,8,2,,,,https://99aana.com/property/house-on-sale-at-bachepani-tanahun/
"House for Sale at Sanagau, Lalitpur","Rs.1,60,00,000",sq m0-3-0-0,"Sanagau,Lalitpur","Sanagau,Lalitpur",2.5,8,5,3,,,,https://99aana.com/property/house-at-sanagau/
"House for Sale at Satdobato, Kathmandu","Rs. 3,25,00,000",sq m0-5-0-0,Satdobato,Satdobato,3,14,7,3,,,,https://99aana.com/property/house-at-satdobato/
"House for sale at Pasikot, Kathmandu","Rs. 87,00,000",sq m0-3-1-0,"Pasikot, Kathmandu",Kathmandu,2,6,,,,,1,https://99aana.com/property/house-at-pasikot-2/
"House for Sale at Pasikot, Kathmandu","Rs. 1,70,00,000",sq m0-3-0-0,"Pasikot, Kathmandu",Kathmandu,2,2,4,2,,,1,https://99aana.com/property/house-at-pasikot/
"House for Sale at Budhanilkantha, Mandikhatar","Rs.28,000,000",sq m0-5-0-0,"Budhanilkantha, Mandikhatar",Mandikhatar,2.5,2,6,4,,,1,https://99aana.com/property/house-at-budhanilkantha-21/
"House for Sale at Sundarbasti, Budhanilkantha",Rs 1 crore 30 Lakhs,sq m0-2-2-2,"Sundarbasti, Budhanilkantha",Budhanilkantha,2.5,,,,,,,https://99aana.com/property/land-at-budhanilkantha-13/
"House for Sale at Kritipur, Samal Tole","Rs. 3,50,00,000",sq m0-7-0-0,"Kritipur, Samal Tole",Tole,6,23,17,4,,,,https://99aana.com/property/house-at-kritipur-3/
"House for Sale at Kausaltar, Bhaktapur","Rs. 1,70,00,000",sq m0-4-0-0,"Kausaltar, Bhaktapur",Bhaktapur,2,5,2,1,,,,https://99aana.com/property/house-at-kausaltar-2/
"House for Sale at Dudhpokhari, Kritipur","Rs. 70,00,000",sq m0-3-2-0,"Dudhpokhari, Kritipur",Kritipur,1,,,,,,1,https://99aana.com/property/house-at-dudhpokhari/
"House for Sale at Besigaun, Jorpati","Rs 1,60,00,000",sq m0-2-2-3,"Besigaun , Jorpati",Jorpati,2.5,,,,,,,https://99aana.com/property/house-at-jorpati-8/
"House for Sale at Sanagaun, Lalitpur","Rs. 2,10,00,000",sq m0-4-1-2,"Sanogaun, lalitpur",lalitpur,2.5,3,5,4,,,,https://99aana.com/property/house-at-sanogaun/
"House for Sale at Dhapasi, Budhanilkantha","Rs. 1,30,00,000",sq m0-5-2-0,"Dhapasi, Budhanilkantha",Budhanilkantha,1,,3,1,,,1,https://99aana.com/property/house-at-dhapasi-7/
"House for Sale at Samakhushi, Kathmandu","Rs. 4,75,00,000",sq m0-7-0-0,Samakhushi,Samakhushi,3.5,23,7,8,,,,https://99aana.com/property/house-at-samakhushi/
"House for Sale at Tudaldevi, Chandol","Rs 4,00,00,000",sq m0-5-2-0,"Tudaldevi , Chandol",Chandol,2.5,,,,,,,https://99aana.com/property/house-at-chandol/
"House for Sale at Khumaltar, Lalitpur","Rs 7,00,00,000",sq m0-10-0-0,"khumaltar ,lalitpur",",lalitpur",2.5,,,,,,,https://99aana.com/property/house-at-khumaltar-8/
"House for Sale at Kadaghari, Bhaktapur","Rs. 1,25,00,000",sq m0-3-1-0,Kadaghari,Kadaghari,1.5,1,1,1,,,,https://99aana.com/property/house-at-khadaghari-2/
"House for Sale at Banepa, Kavrepalanchok","Rs.10,000,000",sq m0-4-0-0,Banepa,Banepa,1.5,,,1,,,1,https://99aana.com/property/house-at-banepa/
"House for Sale at Sipadol, Bhaktapur","Rs. 1,30,00,000",sq m0-2-2-0,"Sipadol, Bhaktapur",Bhaktapur,2.5,1,2,2,,,,https://99aana.com/property/house-at-sipadol-3/
"House for Sale at Sipadol, Bhaktapur","Rs, 1,35,00,000",sq m0-2-2-0,"Sipadol, Bhaktapur",Bhaktapur,2.5,1,2,2,,,,https://99aana.com/property/house-at-sipadol-2/
"House for Sale at Koteshwor, Kathmandu","Rs. 2,10,00,000",sq m0-3-0-2,Koteshwor,Koteshwor,3.5,19,11,4,,,,https://99aana.com/property/house-at-koteshwor-3/
"House for Sale at Banasthali, Balaju","Rs. 2,75,00,000",sq m0-3-3-0,"Banasthali, Balaju",Balaju,3,10,,3,,,,https://99aana.com/property/house-for-sale-at-banasthali-balaju-1219/
"House for Sale at Tulshipur, Dang","Rs. 1,50,00,000",sq m5 dhur,"Dand, Tulsipur",Tulsipur,4,2,7,9,,,,https://99aana.com/property/house-at-dang-2/
"House for Sale at Kritipur, Kathmandu","Rs. 1,80,00,000",sq m0-3-3-0,"Kritipur, Kathmandu",Kathmandu,2.5,3,5,4,,,,https://99aana.com/property/house-at-kritipur-2/
House ,"Rs.16,500,000",sq m0-3-0-0,"Imadol, Lalitpur",Lalitpur,2.5,9,5,2,,,,https://99aana.com/property/house-at-imadol-26/
"House for Sale at Tahachal, Kalimati","Rs. 2,50,00,000",sq m0-4-0-0,"Tahachal, Kalimati",Kalimati,2.5,12,6,2,,,,https://99aana.com/property/house-at-kalimati-2/
"House for Sale at Satungal, Naranbasti","RS.1,30,00,000",sq m0-4-0-0,"Naranbasti-11,Satungal, Kathmandu",Kathmandu,2.5,9,4,3,,,,https://99aana.com/property/house-at-satungal-2/
"House for Sale at Sano thimi, Bhaktpur","1,00,00,000",sq m0-3-1-0,"Sanothimi, Bhaktapur",Bhaktapur,3,,9,3,,,,https://99aana.com/property/house-at-sano-thimi/
"House  for Sale at Duwakot, Bhaktpur","Rs.1,30,00,000",sq m0-2-2-0,"Duwakot,Bhaktapur","Duwakot,Bhaktapur",3,10,2,3,, 2,,https://99aana.com/property/house-at-duwakot-3/
"House for Sale at Nayathimi, Bhaktpur","Rs.2,90,00,000",sq m0-4-2-0,"NayaThimi,Bhaktapur","NayaThimi,Bhaktapur",3.5,11,5,3,,,,https://99aana.com/property/house-at-nayathimi/
"House for Sale at Budhanilkantha , Kathmandu","Rs.30,000,000",sq m0-10-0-0,"Pasikot, Budhanilkantha",Budhanilkantha,2,9,5,2,,,,https://99aana.com/property/house-at-budhanilkantha-20/
"House for Sale at Gokarneswor, Nepal","Rs.1,65,00,000",sq m0-3-0-0,Gokarneswor,Gokarneswor,2.5,10,6,4,,,,https://99aana.com/property/house-at-gokarneswor-2/
"House for Sale at Duwakot, Bhaktpur","Rs. 1,55,00,000",sq m0-4-0-0,"Duwakot, Bhaktapur",Bhaktapur,2.5,2,7,3,,,,https://99aana.com/property/house-at-duwakot-2/
"House for Sale at Tinthana, Kathmandu","Rs.6,500,000",sq m0-3-0-1,"Tinthana, Kathmandu",Kathmandu,1,,3,1,,,,https://99aana.com/property/house-at-tinthana/
"House for Sale at Hattiban, Lalitpur","Rs. 1,79,00,000",sq m0-3-2-0,Hattiban,Hattiban,2.5,11,4,3,,,,https://99aana.com/property/house-at-hattiban-3/
"House for sale at Gatthaghar, Bhaktapur","Rs.27,000,000",sq m0-4-0-0,"Gatthaghar, Bhaktapur",Bhaktapur,3.5,3,6,3,,,,https://99aana.com/property/house-at-gatthaghar/
"House for Sale at Tahachal, Kathmandu","Rs.11,000,000",sq m0-1-0-0,"Tahachal, Kathmandu",Kathmandu,2,4,,1,,,,https://99aana.com/property/house-at-tahachal/
"House for Sale at Lubhu, Lalitpur","Rs. 2,00,00,000",sq m0-7-0-0,"Devithan, Lubhu",Lubhu,2,2,7,2,,,,https://99aana.com/property/house-at-lubhu-4/
"House for Sale at Purano Naikap, Chandragiri",82 Lakhs,sq m0-2-3-0,"Purano Naikap ,Chandragiri",",Chandragiri",2,,,,,,,https://99aana.com/property/house-at-purano-naikap/
"House for Sale at Khokana, Lalitpur","Rs. 2,31,57,000",sq m0-3-3-0,"Khokana, Lalitpur",Lalitpur,3.5,10,4,4,,,,https://99aana.com/property/house-at-khokana/
"House for Sale at Kausaltar, Bhaktpur",Rs 1 crore 80 lakh,sq m0-3-0-0,"Kausaltar ,Bhaktapur",",Bhaktapur",2,,,,,,,https://99aana.com/property/house-at-kausaltar/
"House for Sale at Biratnagar, Morang","Rs. 90,00,000",sq m1 Katha,Biratnagar,Biratnagar,1,1,2,1,,,,https://99aana.com/property/house-at-biratnagar-2/
"House for Sale at Dhapakhel , Lalitpur","Rs.25,000,000",sq m0-3-3-0,Dhapakhel,Dhapakhel,2.5,13,7,2,,,,https://99aana.com/property/house-at-dhapakhel/
"House for Sale at Khumaltar, Lalitpur","Rs.25,000,000",sq m0-3-3-0,"Khumaltar, Lalitpur",Lalitpur,2.5,13,5,4,,,,https://99aana.com/property/house-at-khumaltar-5/
"House Sale at Sitapaila, Kathmandu","Rs. 14,50,00,000",sq m0-10-0-0,Sitapaila,Sitapaila,5.5,,,10,,,,https://99aana.com/property/house-at-sitapaila-5/
"House on Sale at Halchowk, Kathmandu","Rs. 1,10,00,000",sq m0-2-2-0,Halchowk,Halchowk,3.5,11,2,4,,,,https://99aana.com/property/house-at-halchowk/
"House for Sale at Khumaltar, Lalitpur",Rs 2 crore 30 lakh,sq m0-3-3-2,"Civil Homes , Khumaltar",Khumaltar,3.5,,,,,,,https://99aana.com/property/house-at-khumaltar-4/
"House for Sale at Ramkot, Kathmandu","Rs. 2,90,00,000",sq m0-5-0-0,"Ramkot, Padma Colony",Colony,2.5,11,3,5,,,,https://99aana.com/property/house-at-ramkot-3/
"House for Sale at Samakhusi , Kathmandu",Rs 2.5 crore - 3 crore,sq m0-3-2-0,"Samakhusi , kathmandu",kathmandu,3.5,,,,,,,https://99aana.com/property/house-at-samakhusi-3/
"House for sale at Dadagaun, Nepaltar, Kathmandu",Negotiable,sq m0-3-1-2,"Nepaltar,Dadagaun,Kathmandu","Nepaltar,Dadagaun,Kathmandu",3,10,5,5,,,,https://99aana.com/property/house-at-nepaltar-2/
"House for sale at Ashok Chowk, Biratnagar","Rs. 60,00,000",sq m10 dhur,"Ashok Chowk, Biratnagar",Biratnagar,2,9,5,2,,,,https://99aana.com/property/house-at-biratnagar/
"House for sale at Dhapasi, Kathmandu",Negotiable,sq m0-4-2-0,"Dhapasi, Kathmandu",Kathmandu,3.5,16,6,7,,,,https://99aana.com/property/house-at-dhapasi-6/
"House for sale at Budhanilkantha, Kathmandu","Rs. 1,60,00,000",sq m0-3-0-0,Budhanilkantha,Budhanilkantha,2,2,2,2,,,,https://99aana.com/property/house-at-budhanilkantha-19/
"Residential House for sale at Bhangal, Kathmandu","Rs. 2,35,00,000",sq m0-4-2-0,"Bhangal, Kathmandu",Kathmandu,2.5,2,7,3,,,,https://99aana.com/property/house-at-bhangal-kathmandu/
"House for Sale at Bhaisepati, Lalitpur","Rs. 2,65,00,000",sq m0-4-1-1,"Sainbu, Bhaisepati",Bhaisepati,2.5,11,5,4,,,,https://99aana.com/property/house-at-bhaisepati-9/
"House for Sale at Bafal, Kathmandu","Rs.1,60,00,000",sq m0-3-2-0,"Bafal,Kathmandu","Bafal,Kathmandu",2.5,8,4,2,,,,https://99aana.com/property/house-at-bafal-5/
"House for Sale at Kamalbinayak, Bhaktapur","Rs. 2,75,00,000",sq m0-10-0-0,"Kamalbinayak, Bhaktapur",Bhaktapur,3,3,3,3,,,,https://99aana.com/property/house-at-kamalbinayak-2/
"House for Sale at Imadol, Lalitpur","Rs. 1,95,00,000",sq m0-3-2-2,"Imadol, Lalitpur",Lalitpur,2.5,12,4,4,,,,https://99aana.com/property/house-at-imadol-23/
"House for Sale at Sanothimi, Bhaktapur","Rs. 2,20,00,000",sq m0-4-0-0,"Sanothimi, Bhaktapur",Bhaktapur,2,2,5,2,,,,https://99aana.com/property/house-at-sanothimi/
"House for sale at Imadol, Lalitpur","Rs. 2,25,00,000",sq m0-2-2-0,"Imadol, Lalitpur",Lalitpur,2,13,6,3,, 2,,https://99aana.com/property/house-for-sale-at-imadol-9/
"House for sale at Imadol, Lalitpur","Rs.35,000,000",sq m0-4-2-0,Imadol. Lalitpur,Lalitpur,2,11,5,3,, 1Total no of Bathroom ,,https://99aana.com/property/house-for-sale-at-imadol-8/
"House for sale at Baniyatar, Kathmandu","Rs 1,55,00,000",sq m0-3-0-0,Kathmandu (Baniyatar),(Baniyatar),2.5,9,2,3,,,,https://99aana.com/property/house-at-baniyatar-2/
"House for sale at Dhumbarahi, Kathmandu","Rs. 1,15,00,000",sq m0-2-2-0,Dhumbarahi,Dhumbarahi,2,8,5,2,, 1,,https://99aana.com/property/house-for-sale-at-dhumbarahi-3/
"House for sale at Gongabu, Kathmandu","Rs. 2,00,00,000",sq m0-3-1-0,"Gongabu, Kathmandu",Kathmandu,3.5,14,5,3,, 3,,https://99aana.com/property/house-for-sale-at-gongabu-4/
"House for Sale at Baluwakhani , Kathmandu","Rs.23,000,000",sq m0-4-1-2.2,Kahtmandu (Baluwakhani),(Baluwakhani),3.5,15,6,3,,,,https://99aana.com/property/house-for-sale-at-baluwakhani-kathmandu/
"House for Sale at Chandragiri, Kathmandu","Rs.19,000,000",sq m0-4-2-0,Kathamandu (Chandragiri),(Chandragiri),2.5,,,,,,,https://99aana.com/property/house-at-chandragiri-4/
"House for sale at Bhaisepati, Lalitpur","Rs. 2,85,00,000",sq m0-3-2-0,"Bhaisepati, Karyabinayak",Karyabinayak,2.5,2,3,4,, 1,,https://99aana.com/property/house-for-sale-at-bhaisepati/
"House for sale at Sukedhara, Kathmandu","Rs. 5,50,00,000",sq m0-13-2-0,Sukedhara,Sukedhara,2.5,17,6,6,, 3,,https://99aana.com/property/house-for-sale-at-sukedhara/
House for sale at Nagarjun,"Rs. 1,90,00,000",sq m0-3-0-2,Nagarjun,Nagarjun,2.5,2,4,3,, 2,,https://99aana.com/property/house-for-sale-at-nagarjun-3/
"House for sale at Sitapaila, Nagarjun","Rs. 1,40,00,000",sq m0-4-0-0,"Sitapaila, Nagarjun",Nagarjun,2.5,10,3,3,, 2,,https://99aana.com/property/house-for-sale-at-sitapaila/
House for sale at Old Naikap,"Rs. 1,47,00,000",sq m0-3-0-1,"Old Naikap, Kalanki",Kalanki,2.5,10,5,3,, 2,,https://99aana.com/property/house-for-sale-at-old-naikap/
"House for sale at Sainbu, Lalitpur","Rs 2,60,00,000",sq m0-4-0-0,Lalitpur (Sainbu),(Sainbu),2.5,13,6,4,, 2,,https://99aana.com/property/house-for-sale-at-sainbu/
"House for sale at Naikap, Kalanki","Rs. 95,00,000",sq m0-3-0-0,"Naikap, Kalanki",Kalanki,2,4,1,1,, 1,,https://99aana.com/property/house-for-sale-at-naikap/
"House for sale at Narayanthan, Kathmandu","Rs.2,45,00,000",sq m0-3-1-0,"Narayanthan,Budanilkantha","Narayanthan,Budanilkantha",2.5,11,6,3,,,,https://99aana.com/property/house-for-sale-at-narayanthan/
"House for sale at Simaltar, Kathmandu","Rs.9,50,00,000",sq m0-14-0-0,"Simaltar, Kathmandu",Kathmandu,3.5,19,9,6,,,,https://99aana.com/property/house-for-sale-at-simaltar/
"House for sale at Balkot, Bhaktapur",Negotiable,sq m0-4-0-0,"Balkot  Height, Bhaktapur",Bhaktapur,2.5,13,6,3,, 2,,https://99aana.com/property/house-for-sale-at-balkot/
"House for sale at Maitidevi, Kathmandu","Rs.3,50,00,000",sq m0-4-0-0,"Maitidevi,Kathmandu","Maitidevi,Kathmandu",2.5,7,4,3,,,,https://99aana.com/property/house-for-sale-at-maitidevi/
"House for sale at Lubhu, Lalitpur","Rs. 1,55,00,000",sq m0-3-2-0,"Lubhu, Lalitpur",Lalitpur,3.5,16,8,3,,,,https://99aana.com/property/house-for-sale-at-lubhu/
"House for sale at Syuchatar, Kalanki, Kathmandu","Rs.12,500,000",sq m0-3-0-0,Kalanki,Kalanki,2.5,10,4,3,,,,https://99aana.com/property/house-for-sale-at-syuchatar/
"House for sale at Setipakha Height, Lalitpur","Rs. 1,60,00,000",sq m0-3-0-0,"Setipakha, Lalitpur",Lalitpur,2.5,1,5,4,,,,https://99aana.com/property/house-for-sale-at-setipakha-height-lalitpur/
"House for sale at Chunikhel, Lalitpur","Rs. 1,50,00,000",sq m0-4-0-0,Chunikhel,Chunikhel,2.5, 1, 7, 2,, 3,,https://99aana.com/property/house-for-sale-at-chunikhel/
"House for sale at Hattiban, Lalitpur","Rs. 2,80,00,000",sq m0-5-0-0,"Hattiban, Lalitpur",Lalitpur,2.5,12,5,3,,,,https://99aana.com/property/house-for-sale-at-hattiban-2/
"House for sale at Thaiba, Godawari","Rs. 3,75,00,000",sq m0-7-1-0,"Thaipa, Godawari",Godawari,2.5,11,5,4,, 1,,https://99aana.com/property/house-for-sale-at-thaiba/
"House for sale at Anamnagar, Kathmandu","Rs. 2,20,00,000",sq m0-2-0-1,"Anamnagar, Kathmandu",Kathmandu,2,1,2,2,,,,https://99aana.com/property/house-for-sale-at-anamnagar/
House for sale at Nagarjun,"Rs. 2,00,00,000",sq m0-4-0-0,Nagarjun,Nagarjun,4.5,4,7,5,,,,https://99aana.com/property/house-for-sale-at-nagarjun/
"House for sale at Bafal, Kathmandu","Rs.1,85,00,000",sq m0-3-2-0,"Bafal,Kathmandu","Bafal,Kathmandu",3.5,14,,,,,,https://99aana.com/property/house-for-sale-at-bafal/
House for sale at Nagarjun,"Rs. 1,60,00,000",sq m0-4-1-0,"Halchowk Stadium, Nagarjun",Nagarjun,1,2,5,2,,,,https://99aana.com/property/house-for-sale-at-nagarjun-2/
House for sale at Koteshwor,"Rs.1,80,00,000",sq m0-2-2-0,Koteshwor,Koteshwor,3.5,11,5,5,,,,https://99aana.com/property/house-for-sale-at-koteshwor-2/
"House for sale at Khumaltar, Lalitpur","Rs. 2,40,00,000",sq m0-6-0-0,"Khumaltar, Lalitpur",Lalitpur,1.5,6,3,1,,,,https://99aana.com/property/house-for-sale-at-khumaltar/
"House for sale at Thankot, Kathmandu","Rs 90,00,000",sq m00-3-0-0,Kathmandu (Thankot),(Thankot),2,5,3,1,,,,https://99aana.com/property/house-for-sale-at-thankot-2/
"House for sale at Balaju, Kathmandu","Rs. 2,20,00,000",sq m0-2-2-2,Balaju,Balaju,2.5,2,6,2,,,,https://99aana.com/property/house-for-sale-at-balaju/
"House for sale at Shantinagar, Kathmandu","Rs. 5,50,00,000",sq m0-6-0-0,"Shantinagar, Dhurbatara Marg",Marg,4.5,3,17,8,, 8 (Furnished),1,https://99aana.com/property/house-at-shantinagar/
"House for sale at Jorpati, Kathmandu","Rs.24,000,000",sq m0-6-2-0,"Jorpati, Makalbari",Makalbari,2.5,2,6,3,,,,https://99aana.com/property/house-for-sale-at-jorpati-4/
House for sale at Bhaktapur,"Rs. 90,00,000",sq m0-2-0-0,Bhaktapur,Bhaktapur,2,6,,2,,,,https://99aana.com/property/house-for-sale-at-bhaktapur/
